"","Quant","Transform","Model","Year","Country"
"QuantTransform.486",0.022397431,0.036846619,"BNK 4.0",1,"BNK"
"QuantTransform.496",0.04140273,0.06811275,"BNK 4.0",1,"BNK"
"QuantTransform7",0.00312396,0.002668455,"BNK 4.0",5,"BNK"
"QuantTransform.127",0.003892838,0.004101108,"BNK 4.0",5,"BNK"
"QuantTransform.227",0.004005954,0.004562461,"BNK 4.0",5,"BNK"
"QuantTransform.327",0.004114345,0.005037353,"BNK 4.0",5,"BNK"
"QuantTransform.427",0.00419436,0.005374169,"BNK 4.0",5,"BNK"
"QuantTransform.57",0.004273471,0.005840569,"BNK 4.0",5,"BNK"
"QuantTransform.67",0.004357506,0.006203562,"BNK 4.0",5,"BNK"
"QuantTransform.77",0.004439014,0.006698777,"BNK 4.0",5,"BNK"
"QuantTransform.87",0.004533256,0.007099146,"BNK 4.0",5,"BNK"
"QuantTransform.97",0.004634428,0.007521495,"BNK 4.0",5,"BNK"
"QuantTransform.107",0.004736526,0.00782206,"BNK 4.0",5,"BNK"
"QuantTransform.1111",0.004841137,0.008132659,"BNK 4.0",5,"BNK"
"QuantTransform.128",0.004954055,0.008463407,"BNK 4.0",5,"BNK"
"QuantTransform.137",0.005075059,0.008670127,"BNK 4.0",5,"BNK"
"QuantTransform.147",0.005210104,0.008900837,"BNK 4.0",5,"BNK"
"QuantTransform.157",0.00535047,0.009140634,"BNK 4.0",5,"BNK"
"QuantTransform.167",0.005497606,0.009391999,"BNK 4.0",5,"BNK"
"QuantTransform.177",0.005641036,0.009637031,"BNK 4.0",5,"BNK"
"QuantTransform.187",0.005771219,0.010188081,"BNK 4.0",5,"BNK"
"QuantTransform.197",0.005898945,0.011421324,"BNK 4.0",5,"BNK"
"QuantTransform.207",0.006026635,0.012011744,"BNK 4.0",5,"BNK"
"QuantTransform.2111",0.006150258,0.012258138,"BNK 4.0",5,"BNK"
"QuantTransform.228",0.006282158,0.012699901,"BNK 4.0",5,"BNK"
"QuantTransform.237",0.006430311,0.012999405,"BNK 4.0",5,"BNK"
"QuantTransform.247",0.006566823,0.013275375,"BNK 4.0",5,"BNK"
"QuantTransform.257",0.006704683,0.013744974,"BNK 4.0",5,"BNK"
"QuantTransform.267",0.006848796,0.015795465,"BNK 4.0",5,"BNK"
"QuantTransform.277",0.007001983,0.016547497,"BNK 4.0",5,"BNK"
"QuantTransform.287",0.007160179,0.017736842,"BNK 4.0",5,"BNK"
"QuantTransform.297",0.007329187,0.018781552,"BNK 4.0",5,"BNK"
"QuantTransform.307",0.007515433,0.019900782,"BNK 4.0",5,"BNK"
"QuantTransform.3111",0.00771151,0.020419991,"BNK 4.0",5,"BNK"
"QuantTransform.328",0.007921475,0.020975976,"BNK 4.0",5,"BNK"
"QuantTransform.337",0.008146373,0.024354923,"BNK 4.0",5,"BNK"
"QuantTransform.347",0.008393428,0.025093535,"BNK 4.0",5,"BNK"
"QuantTransform.357",0.008663426,0.027134107,"BNK 4.0",5,"BNK"
"QuantTransform.367",0.008973888,0.029895078,"BNK 4.0",5,"BNK"
"QuantTransform.377",0.009304832,0.031527436,"BNK 4.0",5,"BNK"
"QuantTransform.387",0.009684814,0.034469458,"BNK 4.0",5,"BNK"
"QuantTransform.397",0.010116874,0.037447503,"BNK 4.0",5,"BNK"
"QuantTransform.407",0.0105885,0.040399168,"BNK 4.0",5,"BNK"
"QuantTransform.4111",0.011173103,0.044538439,"BNK 4.0",5,"BNK"
"QuantTransform.428",0.011881753,0.047363276,"BNK 4.0",5,"BNK"
"QuantTransform.437",0.012693224,0.052405045,"BNK 4.0",5,"BNK"
"QuantTransform.447",0.01374586,0.056750944,"BNK 4.0",5,"BNK"
"QuantTransform.457",0.015090976,0.064452794,"BNK 4.0",5,"BNK"
"QuantTransform.467",0.016862665,0.076820895,"BNK 4.0",5,"BNK"
"QuantTransform.477",0.019584086,0.094794991,"BNK 4.0",5,"BNK"
"QuantTransform.487",0.026107827,0.133806247,"BNK 4.0",5,"BNK"
"QuantTransform.497",0.037842554,0.204723266,"BNK 4.0",5,"BNK"
"QuantTransform8",3.092e-05,0.001274723,"CAN 3.1",1,"CAN"
"QuantTransform.129",0.00036464,0.001668156,"CAN 3.1",1,"CAN"
"QuantTransform.229",0.00050521,0.002061589,"CAN 3.1",1,"CAN"
"QuantTransform.329",0.00062822,0.002297649,"CAN 3.1",1,"CAN"
"QuantTransform.429",0.00074095,0.002455022,"CAN 3.1",1,"CAN"
"QuantTransform.58",0.00085446,0.002651738,"CAN 3.1",1,"CAN"
"QuantTransform.68",0.00096745,0.002848455,"CAN 3.1",1,"CAN"
"QuantTransform.78",0.00108,0.003005828,"CAN 3.1",1,"CAN"
"QuantTransform.88",0.00119,0.003241888,"CAN 3.1",1,"CAN"
"QuantTransform.98",0.00131,0.003477947,"CAN 3.1",1,"CAN"
"QuantTransform.108",0.00143,0.003714007,"CAN 3.1",1,"CAN"
"QuantTransform.1112",0.00156,0.00387138,"CAN 3.1",1,"CAN"
"QuantTransform.1210",0.00169,0.004028754,"CAN 3.1",1,"CAN"
"QuantTransform.138",0.00182,0.004186127,"CAN 3.1",1,"CAN"
"QuantTransform.148",0.00196,0.00457956,"CAN 3.1",1,"CAN"
"QuantTransform.158",0.00211,0.004736933,"CAN 3.1",1,"CAN"
"QuantTransform.168",0.00226,0.004894306,"CAN 3.1",1,"CAN"
"QuantTransform.178",0.00242,0.005051679,"CAN 3.1",1,"CAN"
"QuantTransform.188",0.00259,0.005209053,"CAN 3.1",1,"CAN"
"QuantTransform.198",0.00276,0.005366426,"CAN 3.1",1,"CAN"
"QuantTransform.208",0.00294,0.005618223,"CAN 3.1",1,"CAN"
"QuantTransform.2112",0.00313,0.005893626,"CAN 3.1",1,"CAN"
"QuantTransform.2210",0.00334,0.006263453,"CAN 3.1",1,"CAN"
"QuantTransform.238",0.00355,0.006656886,"CAN 3.1",1,"CAN"
"QuantTransform.248",0.00378,0.007073925,"CAN 3.1",1,"CAN"
"QuantTransform.258",0.00404,0.007648337,"CAN 3.1",1,"CAN"
"QuantTransform.268",0.0043,0.008222749,"CAN 3.1",1,"CAN"
"QuantTransform.278",0.00458,0.008844373,"CAN 3.1",1,"CAN"
"QuantTransform.288",0.00489,0.009521078,"CAN 3.1",1,"CAN"
"QuantTransform.298",0.00521,0.010276469,"CAN 3.1",1,"CAN"
"QuantTransform.308",0.00557,0.011118416,"CAN 3.1",1,"CAN"
"QuantTransform.3112",0.00594,0.012007574,"CAN 3.1",1,"CAN"
"QuantTransform.3210",0.00637,0.012841652,"CAN 3.1",1,"CAN"
"QuantTransform.338",0.00684,0.013762285,"CAN 3.1",1,"CAN"
"QuantTransform.348",0.00735,0.014745868,"CAN 3.1",1,"CAN"
"QuantTransform.358",0.0079,0.01555634,"CAN 3.1",1,"CAN"
"QuantTransform.368",0.00853,0.016476973,"CAN 3.1",1,"CAN"
"QuantTransform.378",0.00925,0.017515636,"CAN 3.1",1,"CAN"
"QuantTransform.388",0.01007,0.018743147,"CAN 3.1",1,"CAN"
"QuantTransform.398",0.011,0.020143768,"CAN 3.1",1,"CAN"
"QuantTransform.408",0.01205,0.021701763,"CAN 3.1",1,"CAN"
"QuantTransform.4112",0.01334,0.024156784,"CAN 3.1",1,"CAN"
"QuantTransform.4210",0.01486,0.027052451,"CAN 3.1",1,"CAN"
"QuantTransform.438",0.01672,0.030601216,"CAN 3.1",1,"CAN"
"QuantTransform.448",0.01896,0.03510209,"CAN 3.1",1,"CAN"
"QuantTransform.458",0.02187,0.040979978,"CAN 3.1",1,"CAN"
"QuantTransform.468",0.02577,0.048848637,"CAN 3.1",1,"CAN"
"QuantTransform.478",0.0314,0.059597226,"CAN 3.1",1,"CAN"
"QuantTransform.488",0.0404,0.076782378,"CAN 3.1",1,"CAN"
"QuantTransform.498",0.05813,0.110625482,"CAN 3.1",1,"CAN"
"QuantTransform9",7.013e-05,0.007702,"CAN 3.1",5,"CAN"
"QuantTransform.130",0.00152,0.01108,"CAN 3.1",5,"CAN"
"QuantTransform.230",0.0021,0.012094,"CAN 3.1",5,"CAN"
"QuantTransform.330",0.00257,0.013445,"CAN 3.1",5,"CAN"
"QuantTransform.430",0.003,0.014797,"CAN 3.1",5,"CAN"
"QuantTransform.59",0.00341,0.016486,"CAN 3.1",5,"CAN"
"QuantTransform.69",0.00382,0.018175,"CAN 3.1",5,"CAN"
"QuantTransform.79",0.00421,0.019864,"CAN 3.1",5,"CAN"
"QuantTransform.89",0.00463,0.021553,"CAN 3.1",5,"CAN"
"QuantTransform.99",0.00503,0.023243,"CAN 3.1",5,"CAN"
"QuantTransform.109",0.00545,0.024932,"CAN 3.1",5,"CAN"
"QuantTransform.1113",0.00586,0.026621,"CAN 3.1",5,"CAN"
"QuantTransform.1211",0.00629,0.02831,"CAN 3.1",5,"CAN"
"QuantTransform.139",0.00673,0.030337,"CAN 3.1",5,"CAN"
"QuantTransform.149",0.00717,0.032702,"CAN 3.1",5,"CAN"
"QuantTransform.159",0.00763,0.035067,"CAN 3.1",5,"CAN"
"QuantTransform.169",0.00812,0.036621,"CAN 3.1",5,"CAN"
"QuantTransform.179",0.00863,0.038242,"CAN 3.1",5,"CAN"
"QuantTransform.189",0.00915,0.039932,"CAN 3.1",5,"CAN"
"QuantTransform.199",0.00968,0.041621,"CAN 3.1",5,"CAN"
"QuantTransform.209",0.01024,0.043445,"CAN 3.1",5,"CAN"
"QuantTransform.2113",0.01081,0.045269,"CAN 3.1",5,"CAN"
"QuantTransform.2211",0.0114,0.046891,"CAN 3.1",5,"CAN"
"QuantTransform.239",0.01208,0.048749,"CAN 3.1",5,"CAN"
"QuantTransform.249",0.01276,0.050607,"CAN 3.1",5,"CAN"
"QuantTransform.259",0.01347,0.052364,"CAN 3.1",5,"CAN"
"QuantTransform.269",0.01424,0.054222,"CAN 3.1",5,"CAN"
"QuantTransform.279",0.01505,0.056215,"CAN 3.1",5,"CAN"
"QuantTransform.289",0.01591,0.058276,"CAN 3.1",5,"CAN"
"QuantTransform.299",0.01681,0.060641,"CAN 3.1",5,"CAN"
"QuantTransform.309",0.01777,0.063175,"CAN 3.1",5,"CAN"
"QuantTransform.3113",0.01881,0.065877,"CAN 3.1",5,"CAN"
"QuantTransform.3211",0.01994,0.068445,"CAN 3.1",5,"CAN"
"QuantTransform.339",0.02116,0.071249,"CAN 3.1",5,"CAN"
"QuantTransform.349",0.02248,0.074255,"CAN 3.1",5,"CAN"
"QuantTransform.359",0.0239,0.077397,"CAN 3.1",5,"CAN"
"QuantTransform.369",0.02544,0.080809,"CAN 3.1",5,"CAN"
"QuantTransform.379",0.0272,0.084695,"CAN 3.1",5,"CAN"
"QuantTransform.389",0.02908,0.087938,"CAN 3.1",5,"CAN"
"QuantTransform.399",0.0312,0.091586,"CAN 3.1",5,"CAN"
"QuantTransform.409",0.03354,0.095607,"CAN 3.1",5,"CAN"
"QuantTransform.4113",0.03633,0.100978,"CAN 3.1",5,"CAN"
"QuantTransform.4211",0.03953,0.107161,"CAN 3.1",5,"CAN"
"QuantTransform.439",0.04343,0.11466,"CAN 3.1",5,"CAN"
"QuantTransform.449",0.04799,0.123343,"CAN 3.1",5,"CAN"
"QuantTransform.459",0.05384,0.134525,"CAN 3.1",5,"CAN"
"QuantTransform.469",0.06112,0.14841,"CAN 3.1",5,"CAN"
"QuantTransform.479",0.07099,0.177363,"CAN 3.1",5,"CAN"
"QuantTransform.489",0.08624,0.222058,"CAN 3.1",5,"CAN"
"QuantTransform.499",0.11315,0.300942,"CAN 3.1",5,"CAN"
"QuantTransform10",0.000247433,0.00092393,"CAN 3.2",1,"CAN"
"QuantTransform.140",0.000775942,0.001355592,"CAN 3.2",1,"CAN"
"QuantTransform.240",0.000990424,0.001468109,"CAN 3.2",1,"CAN"
"QuantTransform.340",0.001178875,0.00164742,"CAN 3.2",1,"CAN"
"QuantTransform.440",0.001360328,0.001753662,"CAN 3.2",1,"CAN"
"QuantTransform.510",0.001543559,0.001925801,"CAN 3.2",1,"CAN"
"QuantTransform.610",0.001737805,0.002010525,"CAN 3.2",1,"CAN"
"QuantTransform.710",0.001936209,0.002100629,"CAN 3.2",1,"CAN"
"QuantTransform.810",0.002140027,0.002371389,"CAN 3.2",1,"CAN"
"QuantTransform.910",0.002363792,0.002420699,"CAN 3.2",1,"CAN"
"QuantTransform.1010",0.00259452,0.002541734,"CAN 3.2",1,"CAN"
"QuantTransform.1114",0.002839087,0.002608976,"CAN 3.2",1,"CAN"
"QuantTransform.1212",0.00309343,0.002806218,"CAN 3.2",1,"CAN"
"QuantTransform.1310",0.003363993,0.003021392,"CAN 3.2",1,"CAN"
"QuantTransform.1410",0.003653941,0.003254496,"CAN 3.2",1,"CAN"
"QuantTransform.1510",0.003956192,0.003496566,"CAN 3.2",1,"CAN"
"QuantTransform.1610",0.004284411,0.003792429,"CAN 3.2",1,"CAN"
"QuantTransform.1710",0.004614922,0.004097258,"CAN 3.2",1,"CAN"
"QuantTransform.1810",0.004964126,0.004420018,"CAN 3.2",1,"CAN"
"QuantTransform.1910",0.005336015,0.004760709,"CAN 3.2",1,"CAN"
"QuantTransform.2010",0.005726018,0.005110365,"CAN 3.2",1,"CAN"
"QuantTransform.2114",0.006140681,0.005486919,"CAN 3.2",1,"CAN"
"QuantTransform.2212",0.006580787,0.005962093,"CAN 3.2",1,"CAN"
"QuantTransform.2310",0.007045926,0.006455198,"CAN 3.2",1,"CAN"
"QuantTransform.2410",0.00754085,0.006565116,"CAN 3.2",1,"CAN"
"QuantTransform.2510",0.008067382,0.007369685,"CAN 3.2",1,"CAN"
"QuantTransform.2610",0.00861223,0.007755204,"CAN 3.2",1,"CAN"
"QuantTransform.2710",0.009222748,0.008604242,"CAN 3.2",1,"CAN"
"QuantTransform.2810",0.009869444,0.008660725,"CAN 3.2",1,"CAN"
"QuantTransform.2910",0.010566126,0.008840932,"CAN 3.2",1,"CAN"
"QuantTransform.3010",0.011304695,0.010496422,"CAN 3.2",1,"CAN"
"QuantTransform.3114",0.012132638,0.011306011,"CAN 3.2",1,"CAN"
"QuantTransform.3212",0.012970632,0.011601426,"CAN 3.2",1,"CAN"
"QuantTransform.3310",0.013865016,0.012497981,"CAN 3.2",1,"CAN"
"QuantTransform.3410",0.014898408,0.01352902,"CAN 3.2",1,"CAN"
"QuantTransform.3510",0.016006284,0.014802129,"CAN 3.2",1,"CAN"
"QuantTransform.3610",0.017206595,0.016497336,"CAN 3.2",1,"CAN"
"QuantTransform.3710",0.018518743,0.017671106,"CAN 3.2",1,"CAN"
"QuantTransform.3810",0.020086785,0.019491113,"CAN 3.2",1,"CAN"
"QuantTransform.3910",0.021761923,0.021427673,"CAN 3.2",1,"CAN"
"QuantTransform.4010",0.023663834,0.023624233,"CAN 3.2",1,"CAN"
"QuantTransform.4114",0.025799092,0.025856656,"CAN 3.2",1,"CAN"
"QuantTransform.4212",0.028332007,0.028492529,"CAN 3.2",1,"CAN"
"QuantTransform.4310",0.031326545,0.031621507,"CAN 3.2",1,"CAN"
"QuantTransform.4410",0.035161421,0.036450354,"CAN 3.2",1,"CAN"
"QuantTransform.4510",0.03970276,0.038381534,"CAN 3.2",1,"CAN"
"QuantTransform.4610",0.045617369,0.043151209,"CAN 3.2",1,"CAN"
"QuantTransform.4710",0.05372553,0.054411944,"CAN 3.2",1,"CAN"
"QuantTransform.4810",0.065777777,0.071159598,"CAN 3.2",1,"CAN"
"QuantTransform.4910",0.087529049,0.106442188,"CAN 3.2",1,"CAN"
"QuantTransform11",0.001128192,0.007078824,"CAN 3.2",5,"CAN"
"QuantTransform.150",0.003200885,0.007296182,"CAN 3.2",5,"CAN"
"QuantTransform.250",0.004022234,0.00906393,"CAN 3.2",5,"CAN"
"QuantTransform.350",0.004719407,0.009552006,"CAN 3.2",5,"CAN"
"QuantTransform.450",0.005392626,0.009774586,"CAN 3.2",5,"CAN"
"QuantTransform.511",0.006034135,0.010655767,"CAN 3.2",5,"CAN"
"QuantTransform.611",0.006685966,0.011553267,"CAN 3.2",5,"CAN"
"QuantTransform.711",0.007349378,0.012483403,"CAN 3.2",5,"CAN"
"QuantTransform.811",0.007997767,0.01272736,"CAN 3.2",5,"CAN"
"QuantTransform.911",0.008682557,0.014056801,"CAN 3.2",5,"CAN"
"QuantTransform.1011",0.009407177,0.015404356,"CAN 3.2",5,"CAN"
"QuantTransform.1115",0.010121118,0.016448719,"CAN 3.2",5,"CAN"
"QuantTransform.1213",0.010880824,0.017574673,"CAN 3.2",5,"CAN"
"QuantTransform.1311",0.01167465,0.018896445,"CAN 3.2",5,"CAN"
"QuantTransform.1411",0.012485261,0.020234535,"CAN 3.2",5,"CAN"
"QuantTransform.1511",0.013331759,0.021654216,"CAN 3.2",5,"CAN"
"QuantTransform.1611",0.014233564,0.023253397,"CAN 3.2",5,"CAN"
"QuantTransform.1711",0.015159085,0.024901533,"CAN 3.2",5,"CAN"
"QuantTransform.1811",0.016125797,0.026631259,"CAN 3.2",5,"CAN"
"QuantTransform.1911",0.017125729,0.028197804,"CAN 3.2",5,"CAN"
"QuantTransform.2011",0.018134743,0.030392925,"CAN 3.2",5,"CAN"
"QuantTransform.2115",0.019217756,0.031494075,"CAN 3.2",5,"CAN"
"QuantTransform.2213",0.020362082,0.033338029,"CAN 3.2",5,"CAN"
"QuantTransform.2311",0.021539716,0.035230937,"CAN 3.2",5,"CAN"
"QuantTransform.2411",0.022793733,0.03725439,"CAN 3.2",5,"CAN"
"QuantTransform.2511",0.024100539,0.039620526,"CAN 3.2",5,"CAN"
"QuantTransform.2611",0.025435494,0.045398465,"CAN 3.2",5,"CAN"
"QuantTransform.2711",0.026861791,0.046415413,"CAN 3.2",5,"CAN"
"QuantTransform.2811",0.028353449,0.047322704,"CAN 3.2",5,"CAN"
"QuantTransform.2911",0.030029239,0.050308929,"CAN 3.2",5,"CAN"
"QuantTransform.3011",0.031732445,0.05334411,"CAN 3.2",5,"CAN"
"QuantTransform.3115",0.033573629,0.056624063,"CAN 3.2",5,"CAN"
"QuantTransform.3213",0.035513119,0.05995297,"CAN 3.2",5,"CAN"
"QuantTransform.3311",0.037550152,0.063445059,"CAN 3.2",5,"CAN"
"QuantTransform.3411",0.039706358,0.067132966,"CAN 3.2",5,"CAN"
"QuantTransform.3511",0.042154624,0.071636782,"CAN 3.2",5,"CAN"
"QuantTransform.3611",0.044786036,0.071894283,"CAN 3.2",5,"CAN"
"QuantTransform.3711",0.047539403,0.079911075,"CAN 3.2",5,"CAN"
"QuantTransform.3811",0.050591759,0.087595956,"CAN 3.2",5,"CAN"
"QuantTransform.3911",0.053935377,0.094221135,"CAN 3.2",5,"CAN"
"QuantTransform.4011",0.05777191,0.097752387,"CAN 3.2",5,"CAN"
"QuantTransform.4115",0.06201513,0.1095439,"CAN 3.2",5,"CAN"
"QuantTransform.4213",0.066731482,0.118127259,"CAN 3.2",5,"CAN"
"QuantTransform.4311",0.072422132,0.128472981,"CAN 3.2",5,"CAN"
"QuantTransform.4411",0.079295895,0.142976574,"CAN 3.2",5,"CAN"
"QuantTransform.4511",0.087573674,0.154255695,"CAN 3.2",5,"CAN"
"QuantTransform.4611",0.097658512,0.174850862,"CAN 3.2",5,"CAN"
"QuantTransform.4711",0.111096265,0.200044491,"CAN 3.2",5,"CAN"
"QuantTransform.4811",0.130222146,0.24079097,"CAN 3.2",5,"CAN"
"QuantTransform.4911",0.164207888,0.313211025,"CAN 3.2",5,"CAN"
"QuantTransform12",0.00080863,0.000582213,"CHE 3.1",1,"CHE"
"QuantTransform.160",0.0019,0.00068506,"CHE 3.1",1,"CHE"
"QuantTransform.260",0.0023,0.000860594,"CHE 3.1",1,"CHE"
"QuantTransform.360",0.00265,0.001112212,"CHE 3.1",1,"CHE"
"QuantTransform.460",0.00298,0.001326355,"CHE 3.1",1,"CHE"
"QuantTransform.512",0.00331,0.001468511,"CHE 3.1",1,"CHE"
"QuantTransform.612",0.00366,0.001550456,"CHE 3.1",1,"CHE"
"QuantTransform.712",0.00401,0.001739741,"CHE 3.1",1,"CHE"
"QuantTransform.812",0.00439,0.001856332,"CHE 3.1",1,"CHE"
"QuantTransform.912",0.0048,0.001961408,"CHE 3.1",1,"CHE"
"QuantTransform.1012",0.00526,0.002131107,"CHE 3.1",1,"CHE"
"QuantTransform.1116",0.00572,0.002321967,"CHE 3.1",1,"CHE"
"QuantTransform.1214",0.00624,0.002358647,"CHE 3.1",1,"CHE"
"QuantTransform.1312",0.0068,0.002522652,"CHE 3.1",1,"CHE"
"QuantTransform.1412",0.00743,0.00270523,"CHE 3.1",1,"CHE"
"QuantTransform.1512",0.00808,0.002798229,"CHE 3.1",1,"CHE"
"QuantTransform.1612",0.00879,0.003020493,"CHE 3.1",1,"CHE"
"QuantTransform.1712",0.00958,0.003244369,"CHE 3.1",1,"CHE"
"QuantTransform.1812",0.01045,0.003448509,"CHE 3.1",1,"CHE"
"QuantTransform.1912",0.01142,0.003867527,"CHE 3.1",1,"CHE"
"QuantTransform.2012",0.01248,0.004278225,"CHE 3.1",1,"CHE"
"QuantTransform.2116",0.01367,0.004577178,"CHE 3.1",1,"CHE"
"QuantTransform.2214",0.01493,0.005031324,"CHE 3.1",1,"CHE"
"QuantTransform.2312",0.01629,0.005353425,"CHE 3.1",1,"CHE"
"QuantTransform.2412",0.01783,0.005784187,"CHE 3.1",1,"CHE"
"QuantTransform.2512",0.01947,0.0062981,"CHE 3.1",1,"CHE"
"QuantTransform.2612",0.02125,0.006840524,"CHE 3.1",1,"CHE"
"QuantTransform.2712",0.02335,0.007238378,"CHE 3.1",1,"CHE"
"QuantTransform.2812",0.02563,0.008097059,"CHE 3.1",1,"CHE"
"QuantTransform.2912",0.028,0.008689772,"CHE 3.1",1,"CHE"
"QuantTransform.3012",0.03071,0.009076937,"CHE 3.1",1,"CHE"
"QuantTransform.3116",0.03369,0.01108812,"CHE 3.1",1,"CHE"
"QuantTransform.3214",0.03711,0.01140877,"CHE 3.1",1,"CHE"
"QuantTransform.3312",0.04074,0.012428518,"CHE 3.1",1,"CHE"
"QuantTransform.3412",0.04487,0.013679305,"CHE 3.1",1,"CHE"
"QuantTransform.3512",0.04926,0.014118393,"CHE 3.1",1,"CHE"
"QuantTransform.3612",0.05422,0.016274143,"CHE 3.1",1,"CHE"
"QuantTransform.3712",0.05985,0.017509909,"CHE 3.1",1,"CHE"
"QuantTransform.3812",0.06593,0.018737828,"CHE 3.1",1,"CHE"
"QuantTransform.3912",0.07333,0.021105345,"CHE 3.1",1,"CHE"
"QuantTransform.4012",0.08098,0.023622983,"CHE 3.1",1,"CHE"
"QuantTransform.4116",0.0899,0.025569145,"CHE 3.1",1,"CHE"
"QuantTransform.4214",0.10004,0.029016533,"CHE 3.1",1,"CHE"
"QuantTransform.4312",0.11225,0.034308983,"CHE 3.1",1,"CHE"
"QuantTransform.4412",0.12601,0.037647609,"CHE 3.1",1,"CHE"
"QuantTransform.4512",0.14293,0.041516571,"CHE 3.1",1,"CHE"
"QuantTransform.4612",0.16384,0.055116874,"CHE 3.1",1,"CHE"
"QuantTransform.4712",0.18959,0.068544052,"CHE 3.1",1,"CHE"
"QuantTransform.4812",0.22407,0.086219446,"CHE 3.1",1,"CHE"
"QuantTransform.4912",0.27687,0.128760752,"CHE 3.1",1,"CHE"
"QuantTransform13",0.00268,0.005837,"CHE 3.1",5,"CHE"
"QuantTransform.170",0.00513,0.006686,"CHE 3.1",5,"CHE"
"QuantTransform.270",0.00597,0.007262,"CHE 3.1",5,"CHE"
"QuantTransform.370",0.00665,0.008453,"CHE 3.1",5,"CHE"
"QuantTransform.470",0.00727,0.008838,"CHE 3.1",5,"CHE"
"QuantTransform.513",0.00788,0.009182,"CHE 3.1",5,"CHE"
"QuantTransform.613",0.00847,0.009636,"CHE 3.1",5,"CHE"
"QuantTransform.713",0.00909,0.010293,"CHE 3.1",5,"CHE"
"QuantTransform.813",0.00969,0.01074,"CHE 3.1",5,"CHE"
"QuantTransform.913",0.01035,0.011143,"CHE 3.1",5,"CHE"
"QuantTransform.1013",0.01104,0.012735,"CHE 3.1",5,"CHE"
"QuantTransform.1117",0.01175,0.013584,"CHE 3.1",5,"CHE"
"QuantTransform.1215",0.01249,0.014561,"CHE 3.1",5,"CHE"
"QuantTransform.1313",0.0133,0.015792,"CHE 3.1",5,"CHE"
"QuantTransform.1413",0.01414,0.01715,"CHE 3.1",5,"CHE"
"QuantTransform.1513",0.01506,0.018594,"CHE 3.1",5,"CHE"
"QuantTransform.1613",0.01602,0.020009,"CHE 3.1",5,"CHE"
"QuantTransform.1713",0.01705,0.021688,"CHE 3.1",5,"CHE"
"QuantTransform.1813",0.01818,0.022976,"CHE 3.1",5,"CHE"
"QuantTransform.1913",0.01938,0.025251,"CHE 3.1",5,"CHE"
"QuantTransform.2013",0.02068,0.027198,"CHE 3.1",5,"CHE"
"QuantTransform.2117",0.02207,0.028934,"CHE 3.1",5,"CHE"
"QuantTransform.2215",0.02358,0.031007,"CHE 3.1",5,"CHE"
"QuantTransform.2313",0.02516,0.033098,"CHE 3.1",5,"CHE"
"QuantTransform.2413",0.02686,0.034788,"CHE 3.1",5,"CHE"
"QuantTransform.2513",0.02864,0.036767,"CHE 3.1",5,"CHE"
"QuantTransform.2613",0.03068,0.040006,"CHE 3.1",5,"CHE"
"QuantTransform.2713",0.03282,0.042755,"CHE 3.1",5,"CHE"
"QuantTransform.2813",0.03519,0.045048,"CHE 3.1",5,"CHE"
"QuantTransform.2913",0.03761,0.04777,"CHE 3.1",5,"CHE"
"QuantTransform.3013",0.04043,0.051211,"CHE 3.1",5,"CHE"
"QuantTransform.3117",0.0435,0.054454,"CHE 3.1",5,"CHE"
"QuantTransform.3215",0.04674,0.058727,"CHE 3.1",5,"CHE"
"QuantTransform.3313",0.05039,0.061403,"CHE 3.1",5,"CHE"
"QuantTransform.3413",0.05433,0.065171,"CHE 3.1",5,"CHE"
"QuantTransform.3513",0.05853,0.067276,"CHE 3.1",5,"CHE"
"QuantTransform.3613",0.06315,0.072657,"CHE 3.1",5,"CHE"
"QuantTransform.3713",0.0685,0.078802,"CHE 3.1",5,"CHE"
"QuantTransform.3813",0.07462,0.086444,"CHE 3.1",5,"CHE"
"QuantTransform.3913",0.08091,0.094531,"CHE 3.1",5,"CHE"
"QuantTransform.4013",0.08801,0.099843,"CHE 3.1",5,"CHE"
"QuantTransform.4117",0.09617,0.10294,"CHE 3.1",5,"CHE"
"QuantTransform.4215",0.10537,0.108183,"CHE 3.1",5,"CHE"
"QuantTransform.4313",0.11555,0.126932,"CHE 3.1",5,"CHE"
"QuantTransform.4413",0.12791,0.135384,"CHE 3.1",5,"CHE"
"QuantTransform.4513",0.14286,0.147132,"CHE 3.1",5,"CHE"
"QuantTransform.4613",0.16037,0.17016,"CHE 3.1",5,"CHE"
"QuantTransform.4713",0.18219,0.192745,"CHE 3.1",5,"CHE"
"QuantTransform.4813",0.2119,0.236688,"CHE 3.1",5,"CHE"
"QuantTransform.4913",0.25622,0.39651,"CHE 3.1",5,"CHE"
"QuantTransform14",0.0003097718,0.000568874519462324,"CHN 3.1",1,"CHN"
"QuantTransform.180",0.0005244447,0.000825382180167612,"CHN 3.1",1,"CHN"
"QuantTransform.280",0.0005798194,0.00128392783581629,"CHN 3.1",1,"CHN"
"QuantTransform.380",0.0006267747,0.00163408997285709,"CHN 3.1",1,"CHN"
"QuantTransform.480",0.0006713625,0.00184113028404392,"CHN 3.1",1,"CHN"
"QuantTransform.514",0.0007146222,0.00205136651949738,"CHN 3.1",1,"CHN"
"QuantTransform.614",0.0007575969,0.0022343679220699,"CHN 3.1",1,"CHN"
"QuantTransform.714",0.0008011769,0.0024336268524336,"CHN 3.1",1,"CHN"
